1,-0.649468783,-0.682565751,-0.045305957,-0.370583106,0.651319964,0.113790627,0.166070505,0.013953077,0.107304837,0.245629534,-0.526835462,-0.583072184,0.047047498,0.569963116,0.52479189,-0.036018872,-0.571529156,-0.50051647,-0.391731009,-0.12154506,-0.343531617,-0.48032025,-0.293529036,-0.001260655,-0.412960674,0.586278477,0.168070108,0.299879722,0.126067218,0.129846048,-0.397985814,-0.227908097,0.573047433
-0.649468783,1,0.355059108,0.560374186,0.313511392,-0.269763831,0.095896914,-0.056056207,0.022876558,-0.120728354,-0.634348988,0.509632109,0.226072393,0.274610381,-0.296544043,-0.391025888,-0.017550172,0.336594841,0.529650147,0.305106575,0.547690119,0.558406731,0.477419002,0.67438489,0.108230228,0.380135203,-0.449100573,0.172852329,-0.034382267,0.255650168,0.235567999,0.433846937,-0.071619202,-0.52650845
-0.682565751,0.355059108,1,-0.555508842,0.489999217,-0.491366085,-0.346388116,-0.699306574,-0.310910759,-0.573865,-0.304270131,0.154848823,0.870883874,-0.701287347,-0.726448743,-0.845809662,0.706675072,0.691844663,-0.270482056,0.002864811,-0.173763989,-0.345715999,0.587481568,-0.240608147,-0.477056157,0.323584659,0.045661867,-0.518449408,0.398086475,-0.51391974,-0.66082878,-0.300001719,-0.287440085,-0.901914286
-0.045305957,0.560374186,-0.555508842,1,-0.209688938,0.154686253,0.420754113,0.536784026,0.226527638,0.476561453,-0.246608668,0.334307811,-0.562440271,0.870233963,0.326854622,0.353711339,-0.675213447,-0.332663579,0.781198741,0.203155643,0.586573877,0.891184015,-0.019043341,0.77289828,0.496371901,-0.048550935,-0.53069692,0.65093066,-0.48822548,0.630990792,0.7276097,0.645106895,0.224681204,0.362927642
-0.370583106,0.313511392,0.489999217,-0.209688938,1,0.236763485,0.217298661,0.08970218,0.594766863,-0.117070267,0.253702466,-0.402736102,0.808657653,-0.424033005,-0.744834283,-0.431832049,0.532473923,0.91332657,-0.04080656,0.231369947,-0.418497607,-0.2152872,0.435190597,-0.141143796,-0.293494458,0.217839912,0.334296723,-0.837234215,0.485381292,0.423497342,-0.196487663,0.065150112,-0.471511622,-0.311630723
0.651319964,-0.269763831,-0.491366085,0.154686253,0.236763485,1,0.704703899,0.275650606,0.364154827,0.472270136,0.529288292,-0.778277415,-0.127314672,-0.071094628,0.001229831,0.210328965,0.160118007,-0.088139293,-0.235189436,-0.360605348,-0.481260441,-0.036329832,0.048020787,-0.36181872,-0.333288297,-0.567711358,0.516483627,-0.156697787,0.398807591,0.617370951,-0.016139982,-0.294234706,-0.636761967,0.563612875
0.113790627,0.095896914,-0.346388116,0.420754113,0.217298661,0.704703899,1,0.306331836,0.331616524,0.857418515,0.499980358,-0.26887416,-0.056466847,0.115681625,-0.03838751,0.210847989,-0.147921737,-0.109585854,0.216665711,0.023030227,-0.379433889,0.432381833,0.122283808,-0.141181085,-0.400668526,-0.335971456,-0.183295888,0.08889018,-0.085101035,0.671670122,0.052403894,0.054823273,-0.350306546,0.481703029
0.166070505,-0.056056207,-0.699306574,0.536784026,0.08970218,0.275650606,0.306331836,1,0.84165331,0.514091142,0.422216833,-0.079809406,-0.419227535,0.709488203,0.347523087,0.733552934,-0.706543053,-0.078517931,0.592804576,0.514257202,0.134333176,0.38455415,-0.498238359,0.461156747,0.658848459,0.110148653,-0.167804676,0.061760043,-0.482866302,0.793796506,0.81868501,0.769162852,0.45941286,0.715886342
0.013953077,0.022876558,-0.310910759,0.226527638,0.594766863,0.364154827,0.331616524,0.84165331,1,0.322149684,0.512213069,-0.311372822,0.087393116,0.285463536,-0.062610893,0.413138696,-0.255526294,0.397833349,0.347962432,0.555388239,-0.153365221,0.075793612,-0.261524498,0.226745487,0.343655104,0.241089967,0.112126327,-0.434706905,-0.079363246,0.826847611,0.534962615,0.597908733,0.119321343,0.419266384
0.107304837,-0.120728354,-0.573865,0.476561453,-0.117070267,0.472270136,0.857418515,0.514091142,0.322149684,1,0.612543172,-0.080917411,-0.336991824,0.388534363,0.218694787,0.500399926,-0.546805288,-0.358388597,0.440826989,0.13257389,-0.284261324,0.570663275,-0.159995637,-0.037649108,-0.079508935,-0.341216107,-0.441706013,0.302267701,-0.53739618,0.568441683,0.24550399,0.283921106,0.119068796,0.741247901
0.245629534,-0.634348988,-0.304270131,-0.246608668,0.253702466,0.529288292,0.499980358,0.422216833,0.512213069,0.612543172,1,-0.635892354,0.112358727,-0.176981347,-0.135233733,0.302185254,-0.052765262,0.100296436,-0.057026484,-0.031811909,-0.817503413,-0.136495051,-0.151288154,-0.577992702,-0.215601675,-0.397811229,0.205792226,-0.437385333,-0.116581491,0.355905767,-0.144081433,-0.054696575,-0.061836187,0.665914626
-0.526835462,0.509632109,0.154848823,0.334307811,-0.402736102,-0.778277415,-0.26887416,-0.079809406,-0.311372822,-0.080917411,-0.635892354,1,-0.232155797,0.43263546,0.355066026,0.112105781,-0.488419275,-0.273306887,0.44717705,0.54771914,0.742565212,0.408768068,-0.219114391,0.648099784,0.339269807,0.628025898,-0.818227263,0.598484855,-0.561110235,-0.275745054,0.355539771,0.489747662,0.650348766,-0.363326394
-0.583072184,0.226072393,0.870883874,-0.562440271,0.808657653,-0.127314672,-0.056466847,-0.419227535,0.087393116,-0.336991824,0.112358727,-0.232155797,1,-0.752209556,-0.898352135,-0.770350067,0.755168558,0.899593857,-0.244919892,0.012167536,-0.51280784,-0.371140872,0.624249556,-0.403086149,-0.542449486,0.165817891,0.242518962,-0.82181,0.480222762,-0.152383791,-0.646316408,-0.255548847,-0.454366303,-0.634616503
0.047047498,0.274610381,-0.701287347,0.870233963,-0.424033005,-0.071094628,0.115681625,0.709488203,0.285463536,0.388534363,-0.176981347,0.43263546,-0.752209556,1,0.584199417,0.632678739,-0.908890359,-0.470043503,0.788438791,0.360834711,0.677617442,0.750211995,-0.392917091,0.824050228,0.810429437,0.094894871,-0.55156458,0.682027255,-0.708396508,0.485825839,0.903812825,0.790933181,0.622965534,0.504535872
0.569963116,-0.296544043,-0.726448743,0.326854622,-0.744834283,0.001229831,-0.03838751,0.347523087,-0.062610893,0.218694787,-0.135233733,0.355066026,-0.898352135,0.584199417,1,0.853105681,-0.679937935,-0.869659515,0.029899658,0.249324927,0.51034477,0.090305292,-0.857451961,0.33308769,0.439064241,0.17362389,-0.222791457,0.713147493,-0.382411482,0.03506501,0.619377746,0.220159024,0.525253693,0.470779482
0.52479189,-0.391025888,-0.845809662,0.353711339,-0.431832049,0.210328965,0.210847989,0.733552934,0.413138696,0.500399926,0.302185254,0.112105781,-0.770350067,0.632678739,0.853105681,1,-0.777501637,-0.63682088,0.208559775,0.439618745,0.229695523,0.142423667,-0.900688423,0.276470625,0.497960358,0.148403168,-0.194105568,0.425685757,-0.486046165,0.40649015,0.734962238,0.449903246,0.563747887,0.749678471
-0.036018872,-0.017550172,0.706675072,-0.675213447,0.532473923,0.160118007,-0.147921737,-0.706543053,-0.255526294,-0.546805288,-0.052765262,-0.488419275,0.755168558,-0.908890359,-0.679937935,-0.777501637,1,0.577487685,-0.720086624,-0.467462053,-0.494908004,-0.649120622,0.58890453,-0.624825288,-0.713674062,-0.134903995,0.673634423,-0.669926253,0.883741082,-0.345908742,-0.808317995,-0.757609846,-0.804289095,-0.610324613
